"departamento","corporacion","circunscripción","partido","candidato","genero","descipcion_movimiento","codigo","region"
"TOLIMA","CAMARA","CITREP","ASOCIACION VICTIMAS NUCLEO SANTIAGO PEREZ ASVICNUSAPER","HAIVER   RINCON GUTIERREZ ","M","ORGANIZACIÓN DE VÍCTIMAS","73","Centro Sur"
"TOLIMA","CAMARA","CITREP","ASOCIACION VICTIMAS NUCLEO SANTIAGO PEREZ ASVICNUSAPER","MARIA  JANETH  SABIGAL  ROBLES","F","ORGANIZACIÓN DE VÍCTIMAS","73","Centro Sur"
"TOLIMA","CAMARA","CITREP","ASOCIACION DE DESPLAZADOS DEL SUR DEL TOLIMA ","NANCY  ARIAS  PERDOMO","F","ORGANIZACIONES SOCIALES","73","Centro Sur"
"TOLIMA","CAMARA","CITREP","ASOCIACION DE DESPLAZADOS DEL SUR DEL TOLIMA ","HECTOR  HORACIO MAHECHA  PERDOMO ","M","ORGANIZACIONES SOCIALES","73","Centro Sur"
"TOLIMA","CAMARA","CITREP","ASOCIACION DE LIDERES ETNIAS Y VICTIMAS DEL CONFLICTO ARMADO EN COLOMBIA ASILIVIPAZ ","EFRED   HORTA  CUELLAR ","M","ORGANIZACIÓN DE VÍCTIMAS","73","Centro Sur"
"TOLIMA","CAMARA","CITREP","ASOCIACION DE LIDERES ETNIAS Y VICTIMAS DEL CONFLICTO ARMADO EN COLOMBIA ASILIVIPAZ ","MARIA  NELSY RUBIANO ","F","ORGANIZACIÓN DE VÍCTIMAS","73","Centro Sur"
"TOLIMA","CAMARA","CITREP","COMUNIDAD INDIGENA AMOYA LA VIRGINIA ","ODALIS  DAGUA  RAMOS","F","RESGUARDO INDIGENA","73","Centro Sur"
"TOLIMA","CAMARA","CITREP","COMUNIDAD INDIGENA AMOYA LA VIRGINIA ","EDUVIN HUMBERTO  MEDINA  RIOS ","M","RESGUARDO INDIGENA","73","Centro Sur"
"ANTIOQUIA","CAMARA","CITREP","CORPORACIÓN DE VICTIMAS SOBREVIVIENTES DEL CONFLICO EN URABA VISIONANDO LA PAZ - COMUPAZ","JHONY RUFINO LOZANO ","M","ORGANIZACIÓN DE VÍCTIMAS","05","Centro Sur"
"ANTIOQUIA","CAMARA","CITREP","CORPORACIÓN DE VICTIMAS SOBREVIVIENTES DEL CONFLICO EN URABA VISIONANDO LA PAZ - COMUPAZ","INES  MESTRA YANES","F","ORGANIZACIÓN DE VÍCTIMAS","05","Centro Sur"
"ANTIOQUIA","CAMARA","CITREP","ASOCIACION DE DESPLAZADOS DE NECOCLI - ASODENE","VICTOR JOSE PALACIOS VILLA","M","ORGANIZACIÓN DE VÍCTIMAS","05","Centro Sur"
"ANTIOQUIA","CAMARA","CITREP","ASOCIACION DE DESPLAZADOS DE NECOCLI - ASODENE","HERLY PATRICIA GARCES VIDAL","F","ORGANIZACIÓN DE VÍCTIMAS","05","Centro Sur"
"ANTIOQUIA","CAMARA","CITREP","FUNVISOC","DORIS PATRICIA CARVAJAL LONDOÑO","F","ORGANIZACIONES SOCIALES","05","Centro Sur"
"ANTIOQUIA","CAMARA","CITREP","FUNVISOC","GERMAN HORACIO SUCERQUIA JARAMILLO","M","ORGANIZACIONES SOCIALES","05","Centro Sur"
"ANTIOQUIA","CAMARA","CITREP","FUNDACIÓN COMUNIDAD TERAPEUTICA FUERZA Y VOLUNTAD","JORGE ARLEY GUISAO CIFUENTES","M","ORGANIZACIONES SOCIALES","05","Centro Sur"
"ANTIOQUIA","CAMARA","CITREP","FUNDACIÓN COMUNIDAD TERAPEUTICA FUERZA Y VOLUNTAD","PAOLA ANDREA GUTIERREZ RODRIGUEZ","F","ORGANIZACIONES SOCIALES","05","Centro Sur"
"ANTIOQUIA","CAMARA","CITREP","COOPERATIVA SOCIAL MULTIACTIVA TRABAJANDO JUNTOS - COOSOCIALTJ","GABRIEL ANTONIO LEON MANCO","M","ORGANIZACIONES SOCIALES","05","Centro Sur"
"ANTIOQUIA","CAMARA","CITREP","COOPERATIVA SOCIAL MULTIACTIVA TRABAJANDO JUNTOS - COOSOCIALTJ","LEYDY JOHANA CASTRILLON PALENCIA","F","ORGANIZACIONES SOCIALES","05","Centro Sur"
"ANTIOQUIA","CAMARA","CITREP","CONSEJO COMUNITARIO DE LOS RIOS LA LARGA Y TUMARADÓ","PABLO ANTONIO LÓPEZ MORENO","M","CONSEJOS COMUNITARIOS","05","Centro Sur"
"ANTIOQUIA","CAMARA","CITREP","CONSEJO COMUNITARIO DE LOS RIOS LA LARGA Y TUMARADÓ","JAQUELINE  OSPINA SEPULVEDA","F","CONSEJOS COMUNITARIOS","05","Centro Sur"
"ANTIOQUIA","CAMARA","CITREP","ASOCIACIÓN DE CAMPESINOS DE URABA ASCOCAMURA RENACE LA ESPERANZA ","EDIER ESTEBAN MANCO PINEDA","M","ORGANIZACIÓN CAMPESINA","05","Centro Sur"
"ANTIOQUIA","CAMARA","CITREP","ASOCIACIÓN DE CAMPESINOS DE URABA ASCOCAMURA RENACE LA ESPERANZA ","ALCIRA  BLANQUICET NAVARRO","F","ORGANIZACIÓN CAMPESINA","05","Centro Sur"
"ANTIOQUIA","CAMARA","CITREP","FUNDACIÓN PARA EL DESARROLLO INTEGRAL DE VICTIMAS Y DISCAPACITADOS FUNDAMASVIDA","ANGELA MARIA HERNANDEZ PEÑA","F","ORGANIZACIONES SOCIALES","05","Centro Sur"
"ANTIOQUIA","CAMARA","CITREP","FUNDACIÓN PARA EL DESARROLLO INTEGRAL DE VICTIMAS Y DISCAPACITADOS FUNDAMASVIDA","DANIEL  SOLANO HOYOS","M","ORGANIZACIONES SOCIALES","05","Centro Sur"
"ANTIOQUIA","CAMARA","CITREP","CORPORACIÓN CORAZONES VERDES","ROBERTO ARTURO MEJIA VASQUEZ","M","ORGANIZACIONES SOCIALES","05","Centro Sur"
"ANTIOQUIA","CAMARA","CITREP","CORPORACIÓN CORAZONES VERDES","LINA MARCELA VILLEGAS LOPEZ","F","ORGANIZACIONES SOCIALES","05","Centro Sur"
"ANTIOQUIA","CAMARA","CITREP","CONSEJO COMUNITARIO MAYOR DE NOVITA “COCOMAN”","JAMES HERMENEGILDO MOSQUERA TORRES","M","CONSEJOS COMUNITARIOS","05","Centro Sur"
"ANTIOQUIA","CAMARA","CITREP","CONSEJO COMUNITARIO MAYOR DE NOVITA “COCOMAN”","CLAUDIA PATRICIA SALAS PEREA","F","CONSEJOS COMUNITARIOS","05","Centro Sur"
"ANTIOQUIA","CAMARA","CITREP","RESGUARDO INDIGENA ZENU EL VOLAO","SOBEIDA  GONZALEZ MARQUEZ","F","RESGUARDO INDIGENA","05","Centro Sur"
"ANTIOQUIA","CAMARA","CITREP","RESGUARDO INDIGENA ZENU EL VOLAO","ALBERTO ANTONIO FLOREZ MARQUEZ","M","RESGUARDO INDIGENA","05","Centro Sur"
"ANTIOQUIA","CAMARA","CITREP","CORPORACION REDESC","DIBIA ESTELA ESCOBAR MENDOZA","F","ORGANIZACIONES SOCIALES","05","Centro Sur"
"ANTIOQUIA","CAMARA","CITREP","CORPORACION REDESC","HILDEMARO  CRUZ BORJA","M","ORGANIZACIONES SOCIALES","05","Centro Sur"
"ANTIOQUIA","CAMARA","CITREP","ASOCIACION DE CAMPESINOS UNIDOS DE CAUCASIA- ASOCAMUC","ANA PATRICIA HENAO ARRIETA","F","ORGANIZACIÓN CAMPESINA","05","Centro Sur"
"ANTIOQUIA","CAMARA","CITREP","ASOCIACION DE CAMPESINOS UNIDOS DE CAUCASIA- ASOCAMUC","MANUEL EDUARDO TORRES HERRERA","M","ORGANIZACIÓN CAMPESINA","05","Centro Sur"
"ANTIOQUIA","CAMARA","CITREP","ASOCIACION DE VICTIMAS DE LA VIOLENCIA EN RIOSUCIO CLAMORES","DIOBER SILVESTRE BLANCO AGAMEZ","M","ORGANIZACIONES SOCIALES","05","Centro Sur"
"ANTIOQUIA","CAMARA","CITREP","ASOCIACION DE VICTIMAS DE LA VIOLENCIA EN RIOSUCIO CLAMORES","GEANYS  BARBA PADILLA","F","ORGANIZACIONES SOCIALES","05","Centro Sur"
"ANTIOQUIA","CAMARA","CITREP","ASOCIACION INTERCULTURAL POR LA GENTE Y LOS BOSQUES DE SAN LUCAS - ASIGEBOSLU","MARIA MARGARITA PALACIO PEREZ","F","ORGANIZACIONES SOCIALES","05","Centro Sur"
"ANTIOQUIA","CAMARA","CITREP","ASOCIACION INTERCULTURAL POR LA GENTE Y LOS BOSQUES DE SAN LUCAS - ASIGEBOSLU","SERVIO NOLASCO URZOLA MUÑOZ","M","ORGANIZACIONES SOCIALES","05","Centro Sur"
"ANTIOQUIA","CAMARA","CITREP","ASOCIACION DE DESPLAZADOS DEL MUNICIPIO DE BRICEÑO","JHON JAIRO GONZALEZ AGUDELO","M","ORGANIZACIÓN DE VÍCTIMAS","05","Centro Sur"
"ANTIOQUIA","CAMARA","CITREP","ASOCIACION DE DESPLAZADOS DEL MUNICIPIO DE BRICEÑO","MARTHA ELIANA CARDOZO DIAZ","F","ORGANIZACIÓN DE VÍCTIMAS","05","Centro Sur"
"ANTIOQUIA","CAMARA","CITREP","ASOCIACION FAMILIAR Y AMIGOS DEL CHOCO - ASFACHOCO","EDWIN  DELGADO CORDOBA","M","ORGANIZACIONES SOCIALES","05","Centro Sur"
"ANTIOQUIA","CAMARA","CITREP","ASOCIACION FAMILIAR Y AMIGOS DEL CHOCO - ASFACHOCO","YAJAIRA  SALAZAR CORDOBA","F","ORGANIZACIONES SOCIALES","05","Centro Sur"
"ANTIOQUIA","CAMARA","CITREP","CORPORACION REGIONAL PARA LA DEFENSA DE LOS DERECHOS HUMANOS - CREDHOS","JUAN PABLO MENDEZ ZULUAGA","M","ORGANIZACIÓN DE VÍCTIMAS","05","Centro Sur"
"ANTIOQUIA","CAMARA","CITREP","CORPORACION REGIONAL PARA LA DEFENSA DE LOS DERECHOS HUMANOS - CREDHOS","ANGELA ORIANA MARTINEZ OJEDA","F","ORGANIZACIÓN DE VÍCTIMAS","05","Centro Sur"
"ANTIOQUIA","CAMARA","CITREP","ASOCIACION DE DESPLAZADOS Y MUJERES DE ANTIOQUIA ""ADMA""","ANAIDALYT  DELGADO LEZAMA","F","ORGANIZACIÓN DE VÍCTIMAS","05","Centro Sur"
"ANTIOQUIA","CAMARA","CITREP","ASOCIACION DE DESPLAZADOS Y MUJERES DE ANTIOQUIA ""ADMA""","BAIRON AUGUSTO PEREZ VELEZ","M","ORGANIZACIÓN DE VÍCTIMAS","05","Centro Sur"
"ANTIOQUIA","CAMARA","CITREP","ASOCIACION LA MESA MINERA SEGOVIA- REMEDIOS","YARLEY ERASMO MARIN LOPEZ","M","ORGANIZACIONES SOCIALES","05","Centro Sur"
"ANTIOQUIA","CAMARA","CITREP","ASOCIACION LA MESA MINERA SEGOVIA- REMEDIOS","LILIANA PATRICIA PELAEZ GIL","F","ORGANIZACIONES SOCIALES","05","Centro Sur"
"ANTIOQUIA","CAMARA","CITREP","YO SOY URABA","EVERTO  ARROYO PEREZ","M","GRUPO SIGNIFICATIVO DE CIUDADANOS","05","Centro Sur"
"ANTIOQUIA","CAMARA","CITREP","YO SOY URABA","KAREN JULIANA LOPEZ SALAZAR","F","GRUPO SIGNIFICATIVO DE CIUDADANOS","05","Centro Sur"
"ANTIOQUIA","CAMARA","CITREP","ASOCIACION COMITÉ DE DESPLAZADOS MANO DE DIOS NUEVO AMANCER (ASOCODEMAN)","FRANK DAVID MEJIA JIMENEZ","M","ORGANIZACIONES SOCIALES","05","Centro Sur"
"ANTIOQUIA","CAMARA","CITREP","ASOCIACION COMITÉ DE DESPLAZADOS MANO DE DIOS NUEVO AMANCER (ASOCODEMAN)","MARLEDYS DEL CARMEN CIPRIAN ","F","ORGANIZACIONES SOCIALES","05","Centro Sur"
"ANTIOQUIA","CAMARA","CITREP","CORPORACION AMBIENTAL Y SOCIAL CONTRUYENDO PAZ - COAPAZ","MANZUR  AGUSTIN SIERRA","M","ORGANIZACIÓN DE VÍCTIMAS","05","Centro Sur"
"ANTIOQUIA","CAMARA","CITREP","CORPORACION AMBIENTAL Y SOCIAL CONTRUYENDO PAZ - COAPAZ","ESTHER CECILIA CABRERA PEREZ","F","ORGANIZACIÓN DE VÍCTIMAS","05","Centro Sur"
"ANTIOQUIA","CAMARA","CITREP","ASOCIACION DE LAS CANALETERAS FUTURISTAS POR LA RECUPERACION DEL TEJIDO SOCIAL Y LA PAZ- CRECIENDO JUNTO AL RIO","PABLO OVED MORENO ESPINOSA","M","ORGANIZACIÓN CAMPESINA","05","Centro Sur"
"ANTIOQUIA","CAMARA","CITREP","ASOCIACION DE LAS CANALETERAS FUTURISTAS POR LA RECUPERACION DEL TEJIDO SOCIAL Y LA PAZ- CRECIENDO JUNTO AL RIO","LUZ MARINA JIMENEZ ESCOBAR","F","ORGANIZACIÓN CAMPESINA","05","Centro Sur"
"ANTIOQUIA","CAMARA","CITREP","CORPORACION FELICIDAD COMPARTIDA","EUSEBIO  PALMERA BERRIO","M","ORGANIZACIONES SOCIALES","05","Centro Sur"
"ANTIOQUIA","CAMARA","CITREP","CORPORACION FELICIDAD COMPARTIDA","MARLEY  MORENO CORDOBA","F","ORGANIZACIONES SOCIALES","05","Centro Sur"
"ANTIOQUIA","CAMARA","CITREP","ASOCIACION GREMIAL DE HEVEICULTORES DE LA CUENCA DEL RIO NECHI - ASOGRECAN","GENEROSO SEGUNDO BARRAGAN MARTINEZ","M","ORGANIZACIONES SOCIALES","05","Centro Sur"
"ANTIOQUIA","CAMARA","CITREP","ASOCIACION GREMIAL DE HEVEICULTORES DE LA CUENCA DEL RIO NECHI - ASOGRECAN","SANDRA  TRUJILLO SALAS","F","ORGANIZACIONES SOCIALES","05","Centro Sur"
"ANTIOQUIA","CAMARA","CITREP","CORPORACION AMBIENTAL Y SOCIAL CONTRUYENDO PAZ - COAPAZ","SANDRA MILENA PUERTA BURITICA","F","ORGANIZACIÓN DE VÍCTIMAS","05","Centro Sur"
"ANTIOQUIA","CAMARA","CITREP","CORPORACION AMBIENTAL Y SOCIAL CONTRUYENDO PAZ - COAPAZ","MANUEL  TAPIAS MONTES","M","ORGANIZACIÓN DE VÍCTIMAS","05","Centro Sur"
"ANTIOQUIA","CAMARA","CITREP","CONCEJO COMUNITARIO DE PORCE MEDIO","JHON JAIRO ROBLEDO PALACIO","M","CONSEJOS COMUNITARIOS","05","Centro Sur"
"ANTIOQUIA","CAMARA","CITREP","CONCEJO COMUNITARIO DE PORCE MEDIO","MARIA CECILIA MOSQUERA ","F","CONSEJOS COMUNITARIOS","05","Centro Sur"
"ANTIOQUIA","CAMARA","CITREP","CORPORACION SOCIAL Y DEPORTIVA COMUNIDADES NEGRAS AFRODECENDIENTES DE TURBO HARAMBE","GLORIA ELENA ELJACH ECHAVARRIA","F","ORGANIZACIONES SOCIALES","05","Centro Sur"
"ANTIOQUIA","CAMARA","CITREP","CORPORACION SOCIAL Y DEPORTIVA COMUNIDADES NEGRAS AFRODECENDIENTES DE TURBO HARAMBE","MARLON  CARO USUGA","M","ORGANIZACIONES SOCIALES","05","Centro Sur"
"ANTIOQUIA","CAMARA","CITREP","CORPORACION CREAMOS URABA - CORPOCREAMOS","MENDERSON  MOSQUERA QUINTO","M","ORGANIZACIONES SOCIALES","05","Centro Sur"
"ANTIOQUIA","CAMARA","CITREP","CORPORACION CREAMOS URABA - CORPOCREAMOS","DIANA MARCELA HURTADO MOSQUERA","F","ORGANIZACIONES SOCIALES","05","Centro Sur"
"ANTIOQUIA","CAMARA","CITREP","ASOCIACION CAUCHEROS DE LA VEREDA LA CORCOVADA MUNICIPIO DE CAUCASIA ASOCCOR","EDITH MARGOTH NAVARRO ARRIETA","F","ORGANIZACIÓN CAMPESINA","05","Centro Sur"
"ANTIOQUIA","CAMARA","CITREP","ASOCIACION CAUCHEROS DE LA VEREDA LA CORCOVADA MUNICIPIO DE CAUCASIA ASOCCOR","ROBINSON  PIEDRAHITA HENAO","M","ORGANIZACIÓN CAMPESINA","05","Centro Sur"
"ANTIOQUIA","CAMARA","CITREP","ASOCIACION DE PRODUCTORES AGROPECUATRIOS DE LA VEREDA LA ESPERANZA- ASPROAGES","EDUARDO ENRIQUE PAEZ HERNANDEZ","M","ORGANIZACIONES SOCIALES","05","Centro Sur"
"ANTIOQUIA","CAMARA","CITREP","ASOCIACION DE PRODUCTORES AGROPECUATRIOS DE LA VEREDA LA ESPERANZA- ASPROAGES","MADENY MARIA MENESES HOYOS","F","ORGANIZACIONES SOCIALES","05","Centro Sur"
"ANTIOQUIA","CAMARA","CITREP","CORPORACION VISION GENTE CORPOVIGENTE ","LUIS GUILLERMO CARDONA GARZON","M","ORGANIZACIONES SOCIALES","05","Centro Sur"
"ANTIOQUIA","CAMARA","CITREP","CORPORACION VISION GENTE CORPOVIGENTE ","LUZ ALEIDA HERRERA CASTAÑO","F","ORGANIZACIONES SOCIALES","05","Centro Sur"
"CAUCA","CAMARA","CITREP","OBSERVATORIO DE MOVIMIENTOS SOCIALES PASES Y CONFLICTOS WRAMBA FXIW","YASMIN XIMENA LOPEZ ","F","ORGANIZACIONES SOCIALES","19","Pacífico"
"CAUCA","CAMARA","CITREP","OBSERVATORIO DE MOVIMIENTOS SOCIALES PASES Y CONFLICTOS WRAMBA FXIW","RUBEN  DARIO  SANCHEZ CASTRO","M","ORGANIZACIONES SOCIALES","19","Pacífico"
"CAUCA","CAMARA","CITREP","ASOCIACION MUNICIPAL DE USUSARIOS CAMPESINOS DE TIMBIQUI","MARTHA CECILIA RAMOS PRETEL","F","ORGANIZACIÓN CAMPESINA","19","Pacífico"
"CAUCA","CAMARA","CITREP","ASOCIACION MUNICIPAL DE USUSARIOS CAMPESINOS DE TIMBIQUI","LEVINSON  BONILLA BONILLA","M","ORGANIZACIÓN CAMPESINA","19","Pacífico"
"CAUCA","CAMARA","CITREP","ASOCIACION DE VICTIMAS RENACER SIGLO XIX","MELANY  PATIÑO HUETIO","F","ORGANIZACIONES SOCIALES","19","Pacífico"
"CAUCA","CAMARA","CITREP","ASOCIACION DE VICTIMAS RENACER SIGLO XIX","HECTOR MARINO CARABALI CHARRUPI","M","ORGANIZACIONES SOCIALES","19","Pacífico"
"CAUCA","CAMARA","CITREP","ASOCIACION PROTEGER ","CESAR AUGUSTO GUTIERREZ BRAVO","M","ORGANIZACIONES SOCIALES","19","Pacífico"
"CAUCA","CAMARA","CITREP","ASOCIACION PROTEGER ","ANA LIBIA GUETIO CASSO","F","ORGANIZACIONES SOCIALES","19","Pacífico"
"CAUCA","CAMARA","CITREP","RESGUARDO INDIGENA PIOYA","OVIDIO  HURTADO PITO","M","RESGUARDO INDIGENA","19","Pacífico"
"CAUCA","CAMARA","CITREP","RESGUARDO INDIGENA PIOYA","MELIDA  BASTOS SUSCUE","F","RESGUARDO INDIGENA","19","Pacífico"
"CAUCA","CAMARA","CITREP","ASOCIACION AGROPECUARIA Y CAMPESINA DE AGUA BONITA SUAREZ ASOITEC","JUAN PABLO SALAZAR RIVERA","M","ORGANIZACIONES SOCIALES","19","Pacífico"
"CAUCA","CAMARA","CITREP","ASOCIACION AGROPECUARIA Y CAMPESINA DE AGUA BONITA SUAREZ ASOITEC","LUZ  MARY TAQUINAS MEDINA","F","ORGANIZACIONES SOCIALES","19","Pacífico"
"CAUCA","CAMARA","CITREP","FUNDACION ESPERANZA MEDICA ","WILLINTON YAMID SALAZAR ALVARADO","M","ORGANIZACIONES SOCIALES","19","Pacífico"
"CAUCA","CAMARA","CITREP","FUNDACION ESPERANZA MEDICA ","MARIA LUISA HOLGUIN CAMAYO","F","ORGANIZACIONES SOCIALES","19","Pacífico"
"CAUCA","CAMARA","CITREP","ASOCIACIÓN DE PRODUCTORES PARA LA GESTIÓN Y DESARROLLO COMUNITARIO","CARLOS MAURICIO MOSQUERA MIRANDA","M","ORGANIZACIONES SOCIALES","19","Pacífico"
"CAUCA","CAMARA","CITREP","ASOCIACIÓN DE PRODUCTORES PARA LA GESTIÓN Y DESARROLLO COMUNITARIO","MIRNA  MORENO ","F","ORGANIZACIONES SOCIALES","19","Pacífico"
"CAUCA","CAMARA","CITREP","ZANJON DE GARRAPETERO ","DRISEIDA  OBANDO CARABALI","F","CONSEJOS COMUNITARIOS","19","Pacífico"
"CAUCA","CAMARA","CITREP","ZANJON DE GARRAPETERO ","HENRY  TORRES TORRES","M","CONSEJO COMUNITARIO","19","Pacífico"
"CAQUETÁ","CAMARA","CITREP","COMUNIDAD INDIGENA SAN LUIS","ADA  LUZ ACOSTA PIRANGA","F","RESGUARDO INDIGENA","18","Centro Sur"
"CAQUETÁ","CAMARA","CITREP","COMUNIDAD INDIGENA SAN LUIS","MILTON  PIRANGA CRUZ","M","RESGUARDO INDIGENA","18","Centro Sur"
"CAQUETÁ","CAMARA","CITREP","ASOCIACION DE DESPLAZADOS DEL MUNICIPIO DE EL DONCELLO","CESAR  MORA PEREZ","M","ORGANIZACIÓN DE VÍCTIMAS","18","Centro Sur"
"CAQUETÁ","CAMARA","CITREP","ASOCIACION DE DESPLAZADOS DEL MUNICIPIO DE EL DONCELLO","MARIA LEIVER URREGO JARAMILLO","F","ORGANIZACIÓN DE VÍCTIMAS","18","Centro Sur"
"CAQUETÁ","CAMARA","CITREP","COMITÉ DE VICTIMAS, RESTITUCION DE TIERRA VIDA SAN VICENTE DEL CAGUAN","YENIVER  VALDERRAMA CARDENAS","M","ORGANIZACIÓN DE VÍCTIMAS","18","Centro Sur"
"CAQUETÁ","CAMARA","CITREP","COMITÉ DE VICTIMAS, RESTITUCION DE TIERRA VIDA SAN VICENTE DEL CAGUAN","LORENA  CAMACHO  VILLEGAS","F","ORGANIZACIÓN DE VÍCTIMAS","18","Centro Sur"
"CAQUETÁ","CAMARA","CITREP","UNION DE ORGANIZACIONES SOCIALES, AGRARIAS Y AMBIENTALES (UNIOS)","LUIS CARLOS BERNAL HERNANDEZ","M","ORGANIZACIONES SOCIALES","18","Centro Sur"
"CAQUETÁ","CAMARA","CITREP","UNION DE ORGANIZACIONES SOCIALES, AGRARIAS Y AMBIENTALES (UNIOS)","ELDA YANETH MARTINEZ ","F","ORGANIZACIONES SOCIALES","18","Centro Sur"
"CAQUETÁ","CAMARA","CITREP","ASOCIACION MUJER Y TERRITORIO","LEONOR  BRAVO CARDOZO","F","ORGANIZACIÓN DE MUJERES","18","Centro Sur"
"CAQUETÁ","CAMARA","CITREP","ASOCIACION MUJER Y TERRITORIO","JUVENAL  BAZURTO VARGAS","M","ORGANIZACIÓN DE MUJERES","18","Centro Sur"
"CAQUETÁ","CAMARA","CITREP","FUNDACION IGUALDAD SOCIAL","JHON FREDY NUÑEZ RAMOS","M","ORGANIZACIONES SOCIALES","18","Centro Sur"
"CAQUETÁ","CAMARA","CITREP","FUNDACION IGUALDAD SOCIAL","BLANCA NUBIA CUNACUE NOREÑA","F","ORGANIZACIONES SOCIALES","18","Centro Sur"
"CAQUETÁ","CAMARA","CITREP","ASOCIACION DE MUJERES PRODUCTORAS DE CARNICOS DEL CAQUETA","LUZ  MARY CUNDUMI COPETE","F","ORGANIZACIÓN DE MUJERES","18","Centro Sur"
"CAQUETÁ","CAMARA","CITREP","ASOCIACION DE MUJERES PRODUCTORAS DE CARNICOS DEL CAQUETA","PEDRO ASDRUVAL TORRES ÑUZCUE","M","ORGANIZACIÓN DE MUJERES","18","Centro Sur"
"CAQUETÁ","CAMARA","CITREP","FUNDACION ALCATRAZ","JUAN GABRIEL SAPUY ","M","ORGANIZACIONES SOCIALES","18","Centro Sur"
"CAQUETÁ","CAMARA","CITREP","FUNDACION ALCATRAZ","MARLENY  LOZADA VASQUEZ","F","ORGANIZACIONES SOCIALES","18","Centro Sur"
"CAQUETÁ","CAMARA","CITREP","COORDINADORA DEPARTAMENTAL DE ORGANIZACIONES SOCIALES AMBIENTALES Y CAMPESINAS DEL CAQUETA (COORDOSAC) ","LUZ  MERY PANCHE CHOCUE","F","ORGANIZACIÓN CAMPESINA","18","Centro Sur"
"CAQUETÁ","CAMARA","CITREP","COORDINADORA DEPARTAMENTAL DE ORGANIZACIONES SOCIALES AMBIENTALES Y CAMPESINAS DEL CAQUETA (COORDOSAC) ","LUIS ANTONIO VALENCIA OCAMPO","M","ORGANIZACIÓN CAMPESINA","18","Centro Sur"
"CAQUETÁ","CAMARA","CITREP","ASOCIACION DE DESPLAZADOS DE PEÑAS COLORADAS FLORENCIA","NORVEY  CARO DUQUE","M","ORGANIZACIÓN DE VÍCTIMAS","18","Centro Sur"
"CAQUETÁ","CAMARA","CITREP","ASOCIACION DE DESPLAZADOS DE PEÑAS COLORADAS FLORENCIA","LUZ  DARY GARZON  MUÑOZ","F","ORGANIZACIÓN DE VÍCTIMAS","18","Centro Sur"
"META","CAMARA","CITREP","ASOCIACIÓN DE VÍCTIMAS Y POBLACIÓN VULNERABLE LA LIBERTAD GUAVIARE ""VICTIMAS""","GEINER  FRANCO CUBIDES","M","ORGANIZACIONES SOCIALES","50","Llano"
"META","CAMARA","CITREP","ASOCIACIÓN DE VÍCTIMAS Y POBLACIÓN VULNERABLE LA LIBERTAD GUAVIARE ""VICTIMAS""","PAULA MARCELA ROJAS SOTELO","F","ORGANIZACIONES SOCIALES","50","Llano"
"META","CAMARA","CITREP","ASOCIACIÓN DE CAMPESINOS PRODUCTORES DEL BAJO ARIARI DEL MUNICIPIO DE PUERTO CONCORDIA ""ASOCAMPROARIARI""","WILLIAM  FERNEY ALJURE MARTINEZ","M","ORGANIZACIÓN CAMPESINA","50","Llano"
"META","CAMARA","CITREP","ASOCIACIÓN DE CAMPESINOS PRODUCTORES DEL BAJO ARIARI DEL MUNICIPIO DE PUERTO CONCORDIA ""ASOCAMPROARIARI""","YERMIN PAOLA GUERRERO BERNAL","F","ORGANIZACIÓN CAMPESINA","50","Llano"
"META","CAMARA","CITREP","ASOCIACIÓN POR LA DIGNIDAD DE LAS VÍCTIMAS DE PUERTO RICO META ""ASOVIPM""","VIVIANA   PALACIOS RAIGOSA","F","ORGANIZACIÓN DE VÍCTIMAS","50","Llano"
"META","CAMARA","CITREP","ASOCIACIÓN POR LA DIGNIDAD DE LAS VÍCTIMAS DE PUERTO RICO META ""ASOVIPM""","YESID  PEREIRA OVALLE","M","ORGANIZACIÓN DE VÍCTIMAS","50","Llano"
"META","CAMARA","CITREP","ASOCIACIÓN CAMPESINA DE PRODUCTORES AGROPECUARIOS DEL DIVISO ""ACAPRADIV""","EFRAÍN  SILVA RODRÍGUEZ","M","ORGANIZACIÓN CAMPESINA","50","Llano"
"META","CAMARA","CITREP","ASOCIACIÓN CAMPESINA DE PRODUCTORES AGROPECUARIOS DEL DIVISO ""ACAPRADIV""","SILVIA LILIANA FLOREZ GOMEZ","F","ORGANIZACIÓN CAMPESINA","50","Llano"
"META","CAMARA","CITREP","CORPORACIÓN DE DESPLAZADOS MI CONSUELO CAMPESINO ""MICONCAMP""","JORGE  IVÁN  DUQUE LENIS","M","ORGANIZACIONES SOCIALES","50","Llano"
"META","CAMARA","CITREP","CORPORACIÓN DE DESPLAZADOS MI CONSUELO CAMPESINO ""MICONCAMP""","YURY  FERNANDA HIGUA ESPITIA","F","ORGANIZACIONES SOCIALES","50","Llano"
"META","CAMARA","CITREP","ASOCIACIÓN AGROPECUARIA DEL CUNIMIA ""AGROCUM""","JHON FREDY VELEZ GRAJALES","M","ORGANIZACIÓN CAMPESINA","50","Llano"
"META","CAMARA","CITREP","ASOCIACIÓN AGROPECUARIA DEL CUNIMIA ""AGROCUM""","DORIS  ROMERO CRUZ","F","ORGANIZACIÓN CAMPESINA","50","Llano"
